jhostname,ip,mac,sistema_operativo,ram_gb,departamento,rol
SRV-KOM-0991,192.168.37.197,88:4E:2F:57:56:05,Ubuntu 22.04 LTS,4,Finanzas,Web Server
SRV-LXF-0992,192.168.24.145,24:C0:C1:D5:50:BA,Ubuntu 22.04 LTS,64,Logística,Backup
SRV-ZXE-0993,172.22.250.196,AA:A6:63:04:AB:9D,Windows Server 2019,2,Finanzas,Proxy
SRV-SKI-0994,172.30.135.230,54:30:05:19:57:A7,Windows Server 2019,2,Marketing,Mail Server
SRV-BZE-0995,172.20.65.146,FA:59:01:58:03:E5,Windows Server 2022,4,Logística,Proxy
SRV-IRB-0996,192.168.118.234,CA:AD:D8:00:43:29,Windows Server 2022,16,IT,Proxy
SRV-ZVA-0997,172.25.66.219,AC:5A:C2:BB:02:6C,Windows Server 2022,8,RRHH,Web Server
SRV-BQW-0998,172.28.120.212,BC:DE:10:FD:C9:3F,Windows Server 2022,32,Finanzas,Web Server
SRV-ULF-0999,172.27.230.102,AE:E5:E5:13:20:E9,Ubuntu 22.04 LTS,16,Logística,File Server
SRV-JMC-1000,192.168.186.226,32:6F:D2:8F:96:3E,Ubuntu 20.04 LTS,2,Marketing,Proxy
